Rule Title,Rule Description,Fine Amount
48.,"the following new section is hereby inserted immediately after section 155 of the principal enactment and shall have effect as section 155a thereof : 155a. (1) a person who drives or uses a motor vehicle that emits smoke, visible vapour, grit, sparks, ashes, cinder, grease or oily substances, which is likely to  (a) constitute a health hazard or cause annoyance or injury to any person ; (b) obscure the visibility of any other road user ; or (c) cause damage to any road or other public place or property, shall be guilty of an offence, and shall on conviction be liable to a fine not less than two thousand rupees and not exceeding five thousand rupees and on a second or subsequent conviction, to a fine not less than five thousand rupees and not exceeding ten thousand rupees. (2) an examiner or a police officer authorized by the inspector -general of police who has reason to believe that an offence under subsection (1) is being committed in respect of a motor vehicle which is on a road or other public place - (a) may stop and examine the vehicle and may measure or cause to be measured by insertion of new section 155a in the principal enactment. emission in certain instances to be an offence 69 motor traffic (amendment) act, no. 8 of 2009 means of a prescribed apparatus, the emission of smoke or visible vapour from the vehicle ; or (b) may by notice in writing served on the owner of the vehicle either personally or by post require the production of such vehicle at a vehicle examination centre or police station on such date and at such time as may be specified in the notice for the purpose of (i) measuring the emission of smoke or visible vapour by means of a prescribed apparatus ; or (ii) examining the vehicle to ascertain whether its condition is such that its use results in the commission of an offence under this section. (3) an owner of a vehicle who is served with a notice under subsection (2) and who fails without reasonable cause to produce such vehicle on the date, time and place specified in such notice shall be guilty of an offence and shall on conviction, be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees. (4) (a) the minister may prescribe the standard of emission which shall be applicable in respect of motor vehicles. (b) such regulations may provide different standards in respect of different classes of motor vehicles. (5) for the purposes of this section, examiner means an examiner of motor under this act, or a person authorized in that behalf motor traffic (amendment) act, no. 8 of 2009 70 by the commissioner-general or by the inspector general of police..",2000.0
49.,"the following new section is hereby inserted immediately after section 157 of the principal enactment and shall have effect as section 157a of that enactment  157a. (1) no person shall travel in a prescribed seat in a vehicle of a prescribed class or description unless he uses a seat belt of a type prescribed by the minister. (2) regulations may be made prescribing: (a) the seats to which the requirement applies ; (b) the class or description of vehicles ; and (c) the type or description of seat belts for the purposes of subsection (1). (3) no person shall sell or offer for sale or have in his possession for sale any seat belt, which is not of a type prescribed by the minister. (4) any person who contravenes the provisions of subsection (1) or (3) or any regulation made under this section shall be guilty of an offence and shall on conviction be liable to the penalty specified in section 224..",157.0
50.,section 160 of the principal enactment is hereby repealed and the following section substituted therefor :,160.0
160. (1) the driver of a vehicle which is in,"motion or stationary shall not use or permit any person to use, and no person in the vehicle use of seat belts. noise. insertion of new section 157a in the principal enactment. amendment of section 160 of the principal enactment. 71 motor traffic (amendment) act, no. 8 of 2009 shall use, any amplifying equipment with loudspeaker fitted to or carried on the vehicle : provided, however, that an amplifying equipment may be used in a motor vehicle, if the volume of the sound emanating from such equipment is so regulated as to ensure that it is confined within the vehicle and intended for the hearing only of the occupants thereof. (2) all motor vehicles which have an internal combustion engine shall be equipped with an efficient silencing device through which all exhaust from the engine is projected and which prevents the creation of undue noise. (3) an examiner, or a police officer authorized in that behalf by the inspector general of police may direct a driver of any vehicle to sound the warning device for the purpose of making a noise level reading. (4) regulations may be made prescribing (a) the maximum noise levels that may emanate from engine exhaust device ; and (b) the maximum noise level permissible for different class or classes of vehicles with regard to horn, warning device or reverse warning device and amplifying devices fitted on such class or classes of vehicles. (5) any person who contravenes the provisions of this section shall be guilty of an offence and shall on conviction be liable to a fine not less than three thousand rupees and not exceeding five thousand rupees. motor traffic (amendment) act, no. 8 of 2009 72 (6) for the purposes of this section examiner means an examiner of motor vehicles appointed or deemed to be appointed under this act and includes a person authorized in that behalf by the inspector general of police..",3000.0
51. section 161 of the principal enactment is hereby,"amended as follows: (1) in subsection (1) of that section (a) by the insertion, immediately after sub- paragraph (iv) of paragraph (a), of the following sub-paragraph which shall have effect as sub-paragraph (v) of that paragraph: (v) a driver who fails to report such accident forthwith to the officer-in- charge of the nearest police station shall on conviction be liable to a fine not less than three thousand rupees and not exceeding five thousand rupees. ; (b) by the addition, immediately after paragraph (c) of that subsection, of the following paragraph which shall have effect as paragraph (d) thereof:- (d) the insurer to whom a claim for insurance is made in connection with such accident shall inform the officer- in-charge of the nearest police station of such accident, for the purpose of compiling statistical records relating to accidents giving (i) details relating to such accident ; and amendment of section 161 of the principal enactment. 73 motor traffic (amendment) act, no. 8 of 2009 (ii) the names and addresses of the parties involved in such accident, as informed to him by the person making the claim.;; (2) in subsection (2) of that section, by the omission of the words or of security; (3) by the insertion, immediately after subsection (2) thereof, of the following subsection which shall have effect as subsection (3) thereof: (3) a person who contravenes the provisions of paragraph (d) of subsection (1) shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees..",3000.0
52.,section 194 of the principal enactment is hereby amended in subsection (5) of that section by the repeal of all the words from to a fine not exceeding one thousand rupees to the end of that subsection and the substitution of the words to a fine not less than three thousand rupees and not exceeding five thousand rupees and on a second or subsequent conviction to a fine not less than five thousand rupees and not exceeding ten thousand rupees..,3000.0
53.,section 195 of the principal enactment is hereby repealed and the following new section substituted therefor :,195.0
"195. (1) the commissioner-general may,","upon application made in that behalf in the prescribed form by the registered owner of a garage or inspection and testing centre and upon payment of the prescribed levy and service charge, by order declare (a) that the garage or inspection or testing centre specified in such order shall be an amendment of section 194 of the principal enactment. replacement of section 195 of the principal enactment. approved garages, approved inspection and testing centres and certifying officers. motor traffic (amendment) act, no. 8 of 2009 74 approved garage or approved inspection or testing centre for the annual examination and certification of vehicles for the purposes of section 29; and (b) that such registered owner, and the other person or persons employed at such approved garage or approved inspection or testing centre and specified in the order, shall each be an approved certifying officer for the purpose of such examination and certification of motor vehicles at such approved garage or approved inspection or testing centre. (2) where the commissioner-general makes an order under subsection (1), he shall issue to each approved certifying officer a letter of authority stipulating therein, the conditions subject to which such letter of authority is issued. (3) the commissioner-general may revoke or alter any order made under subsection (1) if there is a contravention of any condition specified in the letter of authority issued to any approved certifying officer of such approved garage or such approved inspection or testing centre in respect of which such order was made. (4) the commissioner-general may specify, in relation to each approved garage and approved inspection or testing centre the maximum number of motor vehicles which may be examined and certified at that approved garage or approved inspection or testing centre during the course of a day. 75 motor traffic (amendment) act, no. 8 of 2009 (5) where the commissioner-general rejects an application referred to in subsection (1), he shall state his reasons therefor in writing. (6) the minister may make regulations prescribing (a) the equipment and facilities that should be made available at an approved garage or approved inspection or testing centre; (b) the qualifications required of an approved certifying officer; (c) the frequency of mandatory inspection for different classes or descriptions of motor vehicles ; (d) the amount of any deposit to be made by an approved garage or approved inspection or testing centre..",194.0
54.,section 196 of the principal enactment is hereby repealed and the following section substituted therefor :,196.0
196. (1) upon the production of a motor,"vehicle before an examiner or an approved certifying officer referred to in section 195 and upon payment of the prescribed levy or service charge, for the purpose of obtaining an emission certificate and a certificate of fitness as is referred to in section 29, an examiner or approved certifying officer shall on such criteria as may be prescribed, examine such vehicle and shall certify whether or not such certificates may be issued in terms of this act. (2) an emission certificate and certificate of fitness issued in respect of a motor vehicle replacement of section 196 of the principal enactment. issue of emission certificate and certificate of fitness. motor traffic (amendment) act, no. 8 of 2009 76 shall remain in force for one year from the date of issue or such shorter period not less than three months as may be specified in such certificate. (3) where an examiner or approved certifying officer certifies that a motor vehicle is unfit for use, he shall state his reasons therefor. (4) the registered owner of a motor vehicle which is certified after examination under the preceding provisions of this section to be unfit for use, may, appeal to the commissioner - general against the issue of such certificate and the decision of the commissioner - general on such appeal shall be final. (5) the emission certificate and certificate of fitness issued in respect of a motor vehicle under this section shall be (a) carried in that vehicle at all times; (b) made available for inspection on demand by a police officer, grama niladhari or examiner or authorized officer appointed under this act, or by any person authorized in writing by the commissioner - general : provided however, that such certificate shall be produced when required, before a court, the commissioner - general or a licensing authority. (6) the registered owner of an approved garage or approved inspection or testing centre shall forward in the prescribed form to the 77 motor traffic (amendment) act, no. 8 of 2009 commissioner general before the tenth day of the following month. a monthly summary of the emission certificates and certificates of fitness issued by him during each month. (7) (a) if the registered owner of an approved garage or approved inspection or testing centre fails to send the monthly summary referred to in subsection (6) before the tenth day of each month, the commissioner general shall, in the first instance, issue him with a warning that the order made under section 195 in respect of such garage may be revoked if such monthly summary is not sent within the time specified under subsection (6). (b) if the registered owner of such approved garage or approved inspection or testing centre fails to send such monthly summary for three consecutive months the commissioner general shall revoke the order made under section 195 in respect of that approved garage or approved inspection or testing centre. (c) a person who contravenes the provisions of subsection (6) shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees and on a second or subsequent conviction to a fine not less than ten thousand and not exceeding fifteen thousand rupees. (8) regulations may be made providing for the procedures for the examination of motor vehicles for the purpose of the issue of an emission certificates and certificates of fitness .. motor traffic (amendment) act, no. 8 of 2009 78",3.0
55. the following new section is hereby inserted,"immediately after section 196a of the principal enactment and shall have effect as section 196b thereof :- 196b. (1) where any person issues a fraudulent emission certificate and certificate of fitness, or where there is a contravention of any one or more of the conditions specified in the letter of authority issued to an approved certifying officer, the commissioner-general or any other authority shall (a) appropriate the full deposit made by such approved garage ; (b) revoke the authority given to such garage and to such approved certifying officer of such garage ; and (c) cancel any permit, licence or certificate obtained on the basis of the fraudulent emission certificate and certificate of fitness. (2) any approved certifying officer who issues a fraudulent emission certificate and certificate of fitness or contravenes any condition specified in a letter of authority issued to such approved certifying officer shall be guilty of an offence and shall, on conviction be liable to a fine not less than twenty thousand rupees and not exceeding twenty five thousand rupees..",20000.0
56. section 198 of the principal enactment is hereby,"amended as follows : (1) by the substitution for the words lorry or motor tricycle van wherever those words occur in that section of the words any motor vehicle; insertion of new section 196b in the principal enactment. amendment of section 198 of the principal enactment. effect of issue of a fraudulent emission certificate and certificate of fitness. 79 motor traffic (amendment) act, no. 8 of 2009 (2) by the substitution for subsection (10) of that section of the following subsection: (10) any person who contravenes the provisions of subsection (9) shall be guilty of an offence and shall, on conviction after summary trial before a magistrate be liable in the case of a first offence to a fine not less than five thousand rupees and not exceeding ten thousand rupees and in the case of a second or subsequent offence, to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees or to imprisonment of either description for a term not exceeding three months or to both such fine and imprisonment..",5000.0
57.,section 199 of the principal enactment is hereby repealed.,199.0
58.,"section 200 of the principal enactment is hereby amended by the addition, immediately after subsection (2) of that section of the following subsection which shall have effect as subsection (3) thereof: (3) any person who commits an offence under subsection (1) shall be liable, on conviction to a fine not less than three thousand rupees and not exceeding five thousand rupees..",3000.0
59.,section 201 of the principal enactment is hereby repealed.,201.0
60.,"the following new section is hereby inserted immediately after section 213a of the principal enactment and shall have effect as section 213aa of that enactment: 213aa. (1) there shall be a motor traffic appeals tribunal (hereinafter referred to as the tribunal) consisting of the following members repeal of section 199 of the principal enactment. amendment of section 200 of the principal enactment. repeal of section 201 of the principal enactment. insertion of new section 213aa in the principal enactment. motor traffic appeals tribunal. motor traffic (amendment) act, no. 8 of 2009 80 who shall be persons of integrity, and eminence in their respective fields : (a) one person from the institute of automotive engineers established under the institute of automotive engineers of sri lanka (incorporation) act no. 48 of 1992 nominated by the minister in charge of the subject of science and technology ; (b) one person having recognition in the field of law, nominated by the minister in charge of the subject of justice ; and (c) one person from the ministry of transport, nominated by the minister in charge of the subject of transport. (2) the minister shall appoint one member as the chairman of the tribunal. (3) every member of the tribunal shall, unless he vacates office earlier by death or resignation by letter in that behalf addressed to the minister or unless he is removed from office by the minister under subsection (4) hold office for a period not exceeding three years as may be specified by the minister in his letter of appointment. any member vacating office by effluxion of time shall be eligible for reappointment. (4) the minister may remove from office any member of the tribunal for reasons assigned. 81 motor traffic (amendment) act, no. 8 of 2009 (5) in the event of the vacation of office of any member the minister shall appoint another person to succeed such member and the member so appointed shall hold such office for the unexpired period of the term of office of his predecessor. (6) the chairman of the tribunal may summon meetings of such tribunal whenever he deems it necessary : provided however, that such chairman shall summon a meeting of such tribunal, whenever he is requested in writing to do so by two members, of such tribunal (7) the quorum for any meeting of the tribunal shall be two members. (8) regulations may be made providing for the conduct of business of the tribunal and prescribing the procedure to be followed at meetings of such tribunal. subject to such regulations, and the provisions of subsection (6), the tribunal may regulate its own procedure. (9) no act or proceeding of the tribunal shall be invalid by reason only of the existence of any vacancy therein or any defect in the appointment of any member thereof. (10) the functions of the tribunal shall be to hear appeals from persons aggrieved by - (a) the refusal of the commissioner-general to grant written approval under subsection (4) of section 19a; and motor traffic (amendment) act, no. 8 of 2009 82 (b) the cancellation under subsection (7) of section 19a of any written approval granted by the commissioner-general, for the manufacture, assembly, fabrication, innovation, adaptation, modification or change of construction of a motor vehicle.. 61. the following new sections are hereby inserted immediately after section 213b of the principal enactment and shall have effect as sections 213c, 213d and 213e thereof : 213c. one half of all fines, other than fines imposed by courts, recovered under the provisions of this act other than monies specified under paragraph (b) of subsection (2) of section 213d shall be credited to the consolidated fund and the other half shall be credited to the police reward fund, established under section 73 of the police ordinance (chapter 53). 213d. (1) there shall be established for the purposes of this act, a fund to be called the motor traffic reward fund (hereafter referred to as the reward and incentive fund .) (2) there shall be paid into the reward and incentive fund (a) all sums directed to be paid thereto under section 213e or by the director general of customs or under any other written law ; (b) one half of the fines, other than fines imposed by court, recovered under court actions instituted by the department of motor traffic ; one half of the fines to be credited to the police reward fund. motor traffic reward and incentive fund. insertion of new sections 213c, 213d and 213e in the principal enactment. 83 motor traffic (amendment) act, no. 8 of 2009 (c) one percent of the fees, levies and surcharges, charged under this act. (3) there shall be paid out of the reward and incentive fund (a) all payments given as rewards to officers engaged in the regulation, supervision, inspection, investigation, detection and control of vehicles in accordance with regulations made hereunder ; (b) the expenses incurred in the administration of the fund ; and (c) prescribed payments. (4) regulations may be made  (a) prescribing the manner in which the fund is to be administered ; (b) in respect of matters connected with the fund which are required by this act to be prescribed ; (c) in respect of all matters incidental to or connected with the establishment and administration of the fund. (5) the accounts of the fund shall be audited by the auditor general. 213e. (1) where a vehicle is modified, altered or changed as regards its construction, and identity or any changes are effected to its mechanical components, the commissioner general shall have the power to impose such surcharges in accordance with the provisions of regulations made hereunder and such imposition shall be final and conclusive. surcharge for modification and alteration of vehicles. motor traffic (amendment) act, no. 8 of 2009 84 (2) the amount of the surcharges imposed by the commissioner under the provisions of sub-section (1) shall be credited to the motor traffic reward fund established under section 213d.",213.0
62. section 215b of the principal enactment is hereby,"amended by the substitution for all the words from , be liable to imprisonment to the end of that section, of the words be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees or to imprisonment of either description for a term not exceeding six months..",5000.0
63. section 218 of the principal enactment is hereby,repealed and the following section substituted therefor :,
218. a person who contravenes the,provisions of section 99 or subsection (5) or (6) of section 196 shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding twenty five thousand rupees or to imprisonment for a term not exceeding one month or to both such fine and imprisonment.,5000.0
64. section 219 of the principal enactment is hereby,"amended by the substitution for all the words from shall be liable to a fine not less than to the end of that section, of the words shall be liable to a fine not less than twenty five thousand rupees and not exceeding fifty thousand rupees or to imprisonment for a period not exceeding three months, or to both such fine and imprisonment and the documents issued or registered shall be deemed to be invalid from the date of such issue or registration.. amendment of section 215b of the principal enactment. replacement of section 218 of the principal enactment. amendment of section 219 of the principal enactment. penalty for driving without certificate of insurance or certificate of fitness or emission certificate. 85 motor traffic (amendment) act, no. 8 of 2009",25000.0
65.,"section 220 of the principal enactment is hereby amended as follows : (1) by the insertion, immediately after subsection (1) thereof, of the following subsection which shall have effect as subsection (1a) thereof : (1a) any person who fraudulently issues a driving licence shall be guilty of an offence and shall on conviction be liable to a fine not less than twenty five thousand rupees and not exceeding fifty thousand rupees and on a second or subsequent conviction to a fine not less than fifty thousand rupees and not exceeding one hundred thousand rupees.. (2) in subsection (2) of that section  (a) by the omission in paragraph (a) thereof, of the words, or certificate of security ; (b) by the omission, in paragraph (b) thereof, of the words, or security ; (c) by the omission, in paragraph (c) thereof, of the words, or a certificate of security ; (d) by the substitution, for all the words from be liable to a fine not less than one thousand rupees to the end of that section, of the words be liable to a fine not less than fifteen thousand rupees and not exceeding fifty thousand rupees and to imprisonment of either description for a term not exceeding three months and the documents issued or registered shall be deemed to be invalid from the date of such issue or registration.. amendment of section 220 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 86 (3) in subsection (3) of that section  (a) by the omission, of the words or a certificate of security ; and (b) by the substitution, for all the words from liable to a fine not less than one thousand rupees to the end of that section, of the words., liable to a fine not less than fifteen thousand rupees and not exceeding twenty five thousand rupees or to imprisonment of either description for a term not exceeding two months or to both such fine and imprisonment..",25000.0
66. section 223 of the principal enactment is hereby,"amended by the substitution for all the words from gives any information respecting the offence to the end of that section, of the words gives any information or makes any statement respecting the offence which he knows or believes to be false, shall where that offence is not an offence within the meaning of sections 38 (3) and 198 of the penal code, be guilty of an offence under this act, and shall, on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees or to imprisonment of either description for a term not exceeding six months or to both such fine and imprisonment..",10000.0
67.,section 224 of the principal enactment is hereby repealed and the following section substituted therefor:,224.0
"224. any person guilty of any offence, for","which no other punishment is expressly provided for in this act, shall, on conviction after summary trial be liable to a fine not less than one thousand rupees and not exceeding two thousand rupees and on a second conviction to a fine not less than two thousand rupees and not exceeding three thousand amendment of section 223 of the principal enactment. replacement of section 224 of the principal enactment. general penalty. 87 motor traffic (amendment) act, no. 8 of 2009 rupees and on a third or subsequent conviction to a fine not less than three thousand five hundred rupees and in addition to the cancellation of his driving license.",1000.0
68.,"the following new sections are hereby inserted immediately after section 232a of the principal enactment and shall have effect as sections 232b, 232c, 232d, 232e and 232f thereof: 232b. (1) an examiner of motor vehicles, an authorized officer or a police officer may, if he has reason to believe that a motor vehicle which has been fabricated, manufactured, assembled, innovated, adapted, modified or the construction of which has been changed in contravention of the provisions of section 19a has been used for the commission of or in connection with the commission of an offence under any law in force for the time being seize and detain such motor vehicle for such time as may be necessary for the purposes of any inquiry. (2) where any authorized officer seizes any motor vehicle under subsection (1), such motor vehicle shall be kept in the custody and control of the commissioner-general pending inquiry. (3) where after due inquiry by an examiner of motor vehicles or an authorized officer or a police officer, such examiner of motor vehicles authorized officer or police officer is satisfied that any motor vehicle seized - (a) has been fabricated, manufactured, assembled, innovated, adapted, modified or its construction changed in contravention of the provisions of section 19a ; and insertion of new sections 232b, 232c, 232d, 232e and 232f in the principal enactment. seizure and forfeiture of vehicles. motor traffic (amendment) act, no. 8 of 2009 88 (b) was used for the commission of or in connection with the commission of an offence under any law in force for the time being, such officer shall submit a report of the facts elicited in the course of such inquiry to the commissioner general of motor traffic and shall institute proceedings against the driver of such vehicle in a court of competent jurisdiction under section 2a and such other law. (4) the commissioner general of motor traffic shall, if he is satisfied in regard to the genuineness of the facts contained in the report give instructions for the forfeiture of such vehicle and such vehicle shall thereupon be forfeited. (5) any motor vehicle forfeited under subsection (4) shall upon forfeiture vest absolutely in the state. such vesting shall take effect (a) after the expiration of the period within which an appeal may be preferred to the court of appeal against the order of forfeiture ; or (b) where an appeal has been preferred to the court of appeal against the order of forfeiture upon the determination of such appeal confirming or up holding the order of forfeiture. (6) in the application the aggrieved person shall be described as the plaintiff and the 89 motor traffic (amendment) act, no. 8 of 2009 examiner, authorized officer or police officer as the case may be, as the defendant. the application shall contain (a) the name of the court of appeal and the date of making of the application to the court ; (b) the name and address of the examiner of motor vehicles, authorized officer or police officer; and (c) a plain and concise statement of the matter which has to be determined by the court, namely, that the seizure and forfeiture of the motor vehicle, which is the subject matter of the application was unlawful and that the court shall determine (i) that such seizure and forfeiture was unlawful ; and (ii) that such vehicle shall be forthwith returned to the plaintiff. (7) in any proceedings in the court of appeal on any application made to it in respect of the seizure and forfeiture of any motor vehicle the burden of proving that such seizure and forfeiture under that subsection was unlawful, shall lie on the plaintiff. (8) the minister may make regulations specifying the procedure for the disposal of vehicles that have been forfeited under this section. motor traffic (amendment) act, no. 8 of 2009 90 232c. (1) where a person is convicted of an offence under this act and the court makes order disqualifying him from driving for any period not less than twelve months, such period of disqualification may be reduced by the court if by a date specified in the order under this section such person successfully completes a course approved by the minister for the purpose of this section and designated by a court. (2) the reduction made by an order under this section in a period of disqualification imposed by the court shall be a period specified in the order of not less than three months and not more than one quarter of the unreduced period and accordingly, where the period imposed is twelve months the reduced period shall be nine months, and where the period imposed by the order is six months, the reduced period shall be three months. (3) the court shall not make an order under this section unless (a) it is satisfied that a place on the course specified in the order is available for the offender ; (b) the court has explained the effect of the order to the offender and has informed him of the amount of the fees for the course and the requirement that he must pay them before the commencement of the course ; and (c) the offender has agreed that the order should be made. reduction of disqualification period. 91 motor traffic (amendment) act, no. 8 of 2009 (4) the date specified in an order as the latest date for completion of a course must be at least two months before the last day of the period of disqualification as reduced by the order. (5) on the successful completion of the course, a certificate shall be issued by the officer who conducted the course to the registrar of the court which made the order. if the certificate referred to is received by the registrar of the court before the end of the period of disqualification imposed but after the end of the period as it would have been reduced by the order, the order shall have effect as if the reduced period ended on the day on which the certificate is received by the court. (6) where the course is not completed before the end of the period of disqualification as reduced by the court, the court may order the convicted person to remain disqualified until the approved course is completed successfully. 232d. (1) no suit or prosecution shall be instituted against any officer for any act which in good faith is done or purported to be done by such officer under this act. (2) any expense incurred by such officer as is referred to in subsection (1) in any suit or prosecution brought against him before any court in respect of any act which is done or purported to be done by him under this act shall, if the court holds that such act was done in good faith, be paid by the state. protection of action. motor traffic (amendment) act, no. 8 of 2009 92 232e. a police officer may detain, for such time as is reasonably necessary for purposes of inquiry and investigation, the driver of a motor vehicle at a police station (a) who, on being requested to give his name and address refuses or fails to do so, or gives a name and address which the police officer reasonably suspects to be false; (b) who is involved in an accident resulting in death or grievous injury; (c) who, he reasonably suspects has consumed alcohol or drugs; (d) who, in his opinion is in possession of false or forged documents or false identification number plates; (e) who, in his opinion is in possession of a motor vehicle with a forged or altered chassis and engine number; or (f) whom he reasonably suspects is in possession of a stolen vehicle. 232f. (1) an examiner of motor vehicles or a police officer who has reason to believe that the provisions of this act or regulations made thereunder in regard to construction, equipment and use have not been complied with in respect of any vehicle, may require the driver of such vehicle to drive it to the nearest police station and may if necessary detain it for such time as may be reasonably necessary for the purpose of inspection and investigation. detention of drivers. detention of vehicles. 93 motor traffic (amendment) act, no. 8 of 2009 (2) a police officer may also detain a motor vehicle at any police station, if - (a) the driver is unable to produce a valid policy of insurance under section 99 ; (b) the driver does not possess a valid driving licence; or (c) the vehicle belongs to a dealer, repairer or manufacturer who does not hold a dealers registration certificate, repairers registration certificate or manufacturers registration certificate. (3) an examiner of motor vehicles or a police officer may also detain a motor vehicle at any police station or at any premises of the department of motor traffic if he has reasonable grounds to believe that, (a) the documents submitted for registration of such vehicle are false or forged documents; (b) the vehicle has a forged, tampered or altered chassis or engine number; (c) the vehicle is mechanically defective; (d) the vehicle is stolen or if he reasonably suspects it to be stolen; or (e) the vehicle is fitted with false or forged identification plates.. motor traffic (amendment) act, no. 8 of 2009 94",12.0
69.,"the following new sections are inserted immediately after section 239c and shall have effect as sections 239d and 239e thereof : 239d. notwithstanding anything to the contrary in the code of criminal procedure act, no 15 of 1979, every offence under this act shall be a cognizable offence within the meaning and for the purposes of the code of criminal procedure act. 239e. all offences under this act shall be triable by a magistrates court..",239.0
70.,"in the event of any inconsistency between the sinhala and tamil texts of this act, the sinhala text shall prevail.",
